Artist,Song Title,verse_emotion,chorus_emotion,Genre,Tempo,Loudness,Energy
Nick Drake,Road,0.301809,0.609451,0.070097,0.021167,0.046026,0.195444,0.229088,0.264964,0.068563,0.102968,3,151.017,-16.119,0.264
Nick Drake,Things Behind the Sun,0.078991,0.81068,0.053022,0.020832,0.036635,0.552807,0.261543,0.116401,0.047689,0.159029,3,102.868,-17.421,0.175
Nick Drake,Which Will,0.065596,0.653016,0.035918,0.022096,0.037614,0.012489,0.801252,0.010265,0.004653,0.028675,3,95.367,-17.283,0.185
Nicky Thomas,Have a Little Faith,0.246966,0.712706,0.022874,0.015995,0.016503,0.03908,0.899185,0.021138,0.027344,0.020642,16,113.088,-9.7,0.503
Nikolas Asimos,Bagasas,0.803112,0.016881,0.202618,0.074182,0.175871,0.005016,0.913307,0.031892,0.015922,0.03688,3,143.241,-12.338,0.306
Nikolas Asimos,Lina,0.6396,0.686809,0.128118,0.086153,0.526718,0.598243,0.124705,0.223182,0.106542,0.525071,3,123.181,-10.991,0.298
Nirvana,All Apologies,0.391918,0.004248,0.272035,0.192433,0.522322,0.147811,0.710584,0.02666,0.019537,0.079366,10,113.169,-12.109,0.621
Nirvana,Dumb,0.532627,0.278146,0.077875,0.020064,0.22639,0.021163,0.884216,0.014147,0.012058,0.017561,10,113.623,-13.585,0.394
Nirvana,Heart-Shaped Box,0.749541,0.017626,0.178538,0.2639,0.089888,0.028573,0.593537,0.015606,0.011578,0.118248,10,101.539,-10.233,0.677
Nirvana,Milk It,0.159858,0.020795,0.068523,0.55233,0.548146,0.432455,0.379769,0.062374,0.185066,0.035678,10,135.999,-12.354,0.531
Nirvana,Pennyroyal Tea,0.62073,0.117862,0.086663,0.090222,0.313067,0.157401,0.34878,0.036907,0.357265,0.280818,10,113.202,-7.985,0.477
Nirvana,Radio Friendly Unit Shifter,0.440672,0.059794,0.213558,0.142006,0.486377,0.689429,0.021323,0.078819,0.703553,0.707576,10,155.644,-10.367,0.937
Nirvana,Rape Me,0.08972,0.007008,0.06278,0.65422,0.53828,0.223953,0.24649,0.288578,0.018318,0.182535,10,111.879,-10.613,0.743
Nirvana,Serve the Servants,0.690747,0.007048,0.218637,0.107238,0.321022,0.637096,0.070412,0.040997,0.105906,0.221465,10,119.698,-8.673,0.906
Nirvana,Tourette's,0.311671,0.461854,0.245029,0.010684,0.0252,0.168148,0.743316,0.048818,0.03046,0.02695,10,173.396,-10.963,0.913
Nirvana,Very Ape,0.389687,0.256514,0.034223,0.233406,0.19478,0.13372,0.548004,0.011771,0.225903,0.06243,10,151.994,-9.389,0.879
Owsley,Be With You,0.47012,0.455504,0.053662,0.003529,0.091756,0.39094,0.504746,0.124454,0.008171,0.061871,1,104.947,-3.738,0.912
Owsley,Dirty Bird,0.184777,0.705497,0.049556,0.016908,0.07537,0.095475,0.025074,0.08225,0.459191,0.054818,1,186.408,-4.517,0.906
Owsley,Down,0.656801,0.042781,0.217052,0.030587,0.334483,0.722164,0.008694,0.278267,0.120152,0.202748,1,184.078,-4.792,0.874
Owsley,Dude,0.296622,0.341396,0.111241,0.219863,0.18903,0.481857,0.098255,0.109639,0.067014,0.500851,1,168.019,-3.95,0.872
Owsley,Matriarch,0.1544,0.64239,0.110089,0.02365,0.114884,0.729459,0.175846,0.094251,0.017878,0.05895,1,105.78,-7.106,0.553
Owsley,Rise,0.506958,0.007341,0.555567,0.070571,0.208263,0.239557,0.163917,0.304836,0.202081,0.173261,1,98.007,-4.479,0.881
Owsley,She's the One,0.675372,0.117309,0.247215,0.042176,0.152971,0.637931,0.022913,0.326318,0.056625,0.272818,1,84.198,-4.711,0.815
Owsley,The Hard Way,0.322269,0.101365,0.19394,0.284161,0.127133,0.394882,0.299906,0.072558,0.127259,0.27965,1,105.854,-5.962,0.756
Owsley,Undone,0.194958,0.693048,0.071702,0.032273,0.040299,0.201531,0.529275,0.164457,0.067845,0.107668,1,182.246,-4.025,0.929
Phil Ochs,Chords Of Fame,0.332246,0.419667,0.301418,0.049352,0.050576,0.392249,0.529322,0.030198,0.028509,0.052278,17,163.652,-5.82,0.664
Phil Ochs,I Ain't Marching Anymore,0.212386,0.359049,0.435177,0.014927,0.142036,0.52491,0.013521,0.194613,0.133871,0.499914,17,131.104,-6.517,0.492
Phil Ochs,Tape From California,0.388719,0.03842,0.229954,0.149189,0.561999,0.289334,0.155681,0.414996,0.24478,0.213872,17,134.208,-10.705,0.47
Phil Ochs,The Pleasures of the Harbor,0.336397,0.515628,0.105833,0.046533,0.08842,0.133931,0.757734,0.02023,0.017363,0.092316,17,199.366,-11.97,0.54
Reagan Youth,(Are You) Happy,0.023144,0.670756,0.591118,0.025475,0.065194,0.014669,0.479973,0.014431,0.02988,0.524667,18,165.066,-16.45,0.586
Reagan Youth,Anytown,0.526313,0.018594,0.293122,0.149542,0.387201,0.147662,0.209234,0.119168,0.074005,0.100725,18,99.969,-13.951,0.733
Reagan Youth,Degenerated,0.20354,0.130533,0.033405,0.265739,0.619473,0.070171,0.359785,0.045008,0.387015,0.316378,18,202.696,-15.748,0.583
Reagan Youth,Go Nowhere,0.746986,0.065488,0.057666,0.131637,0.242421,0.15275,0.18636,0.087088,0.097015,0.539353,18,153.588,-15.215,0.545
Reagan Youth,In Dog We Trust,0.173288,0.254088,0.22869,0.062668,0.52505,0.042314,0.650664,0.120105,0.111437,0.124251,18,190.118,-17.018,0.529
Reagan Youth,New Aryans,0.147565,0.601478,0.02532,0.280272,0.006492,0.423859,0.278324,0.282867,0.075366,0.131341,18,101.34,-15.774,0.695
Reagan Youth,No Class,0.36057,0.07201,0.209386,0.274413,0.391584,0.17831,0.038026,0.13052,0.23553,0.678787,18,206.195,-14.174,0.656
Reagan Youth,Reagan Youth,0.165302,0.539941,0.160365,0.074979,0.493588,0.079199,0.163794,0.050473,0.025377,0.021844,18,153.588,-15.215,0.545
Reagan Youth,USA,0.147395,0.35611,0.045396,0.066812,0.227048,0.101533,0.316837,0.252979,0.084159,0.438545,18,173.206,-5.843,0.945
